21.93351086,27.51159307,42.06527507
21.67389419,20.87405525,53.4244267
7.596301805,26.71795784,55.67408718
20.6961536,13.84873324,44.82019575
18.61034292,18.60279799,38.51457964
24.67910971,16.07128199,53.12815467
17.58077511,25.60457952,52.31509027
16.38771139,24.14908886,61.09004471
26.99119647,19.73127209,50.13503137
20.04614006,21.92909092,53.47014783
21.41611344,7.870287192,50.38153597
15.71436325,13.49563733,52.18423354
9.99931799,16.24045413,46.41443043
11.22252817,11.33460717,50.10200342
28.15682121,24.40907684,51.20601179
27.71181284,22.93725725,44.75842382
22.38847985,18.65372121,56.29107589
23.58996906,16.68736629,45.05613991
12.22301273,22.11208513,36.05103435
27.25440727,30.96850793,44.67134091
20.91373919,20.62864849,42.1010001
23.7711783,9.402441641,47.12224622
16.47713303,18.96012615,54.71396295
12.75779713,16.58974965,54.65260836
20.93234477,21.4373538,54.42176698
19.86366701,17.98009985,48.40651489
12.6512912,16.37845842,53.78689466
32.76629464,17.42913812,47.55845586
13.64450695,11.89289856,44.44944987
25.89409875,11.63512409,48.84317852
22.52931408,25.23179294,46.20059091
15.63493428,23.54531904,50.95942893
17.00079318,9.73808976,47.66419706
25.39559775,21.04580144,52.19789785
23.75485804,12.36613136,46.0234161
23.10539785,18.01545942,55.8632862
21.95183201,18.78705385,43.91539741
20.63269728,14.32040544,40.31906559
14.63306684,26.24756119,53.91419758
26.40870213,14.31543813,54.66043438
14.56399536,15.7653928,50.41292135
22.44396906,26.63223568,56.66227922
26.36797011,11.93646649,61.15613018
22.85987163,17.74832837,52.0427307
26.00580366,21.88474908,55.39988814
20.20350717,11.53968474,47.81644282
20.72643575,18.87893723,46.518862
23.89555777,21.81275415,53.55538082
17.18300976,34.46180432,52.97038487
17.89678544,26.49292336,54.93069537
25.26347117,20.52758361,52.55129092
13.24849636,23.04715946,45.20085572
18.30836113,25.58939584,48.71619005
23.06657537,21.8827434,49.71451374
20.3822586,24.74326122,44.41013247
17.27796534,15.23265525,50.37185839
35.92070391,18.69098184,51.91564577
21.61411486,30.28297206,52.05003122
18.25156696,27.65432172,47.53099544
16.63806015,20.94151775,46.36611594
20.70584002,28.52803547,48.28017796
15.97668529,21.63159905,49.86789869
19.55834798,24.11962892,52.58094876
17.49864229,20.33643515,40.31537354
20.41346266,21.32553014,55.22304109
27.55979059,21.79231146,51.86309225
19.0125876,17.37460479,43.04693339
19.75012343,23.09901824,39.98195536
24.46483725,22.94816731,44.76722023
24.80759372,9.091825032,51.17733002
24.75202664,24.75531094,50.92750996
12.63098464,20.24868463,41.34261258
17.20312069,18.18919583,50.25732296
12.42766808,30.06546778,58.68321225
26.05496657,26.70140262,54.02303567
25.77261586,18.97920133,42.28456821
24.59105954,17.2194526,49.79671334
20.7502796,11.59334052,40.61951475
25.46913741,24.76517741,47.90898277
17.60118759,18.23744365,63.2198837
26.52870559,21.03363383,40.48829081
20.25122943,15.55361959,54.13719923
28.35035503,19.17474553,47.87633539
12.89445898,16.68873563,51.03014002
13.80112203,24.82764427,46.23881483
12.76902043,13.82503427,42.95886927
15.73058135,21.67260343,43.49523982
15.35063034,24.86584863,50.12337785
20.33433194,30.98942542,49.81316047
18.58433245,27.25910516,47.88998335
16.17492649,27.35058613,47.149131
26.58576014,21.63414193,50.12230121
11.97601531,22.16967029,52.7983686
17.37324374,21.85980271,46.77256358
24.26261092,14.82563138,58.43653492
22.87315742,25.35128627,49.89252969
23.66236927,23.33558951,46.58599253
16.88572346,22.88743945,50.58771765
15.62420459,25.70920923,44.73691625
13.56650001,23.93525802,50.92769025
30.03136909,19.55778419,43.26068897
24.46255417,13.16450122,53.96185041
19.4324802,15.12740108,60.77384439
22.92238074,20.369722,53.92685543
21.90933402,8.984635478,57.61236329
